Time Stamp,ID,Extended,Dir,Bus,LEN,D0,D1,D2,D3,D4,D5,D6,D7
1743890402.825,00000010,0,Rx,0,8,00,FF,60,30,00,00,04,AB
1743890402.826,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890402.827,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,05,F3
1743890402.828,00000012,0,Rx,0,8,99,99,32,00,01,00,0B,38
1743890402.829,00000231,0,Rx,0,8,00,01,00,00,00,00,0E,0F
1743890402.830,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,06,06
1743890402.831,00000012,0,Rx,0,8,99,99,32,00,00,00,0C,3E
1743890402.832,00000102,0,Rx,0,8,00,00,18,63,58,CE,0A,E7
1743890402.833,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,07,07
1743890402.834,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890402.835,00000012,0,Rx,0,8,99,99,32,00,01,00,0D,3E
1743890402.836,00000103,0,Rx,0,8,03,00,02,00,00,00,0D,0C
1743890402.837,00000110,0,Rx,0,8,00,00,00,2A,01,01,07,2D
1743890402.838,00000122,0,Rx,0,8,2A,23,2D,21,00,00,00,05
1743890402.839,00000231,0,Rx,0,8,00,02,00,00,00,00,04,06
1743890402.840,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.841,00000231,0,Rx,0,8,00,02,00,00,00,00,05,07
1743890402.842,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.843,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.844,00000231,0,Rx,0,8,00,02,00,00,00,00,08,0A
1743890402.845,00000012,0,Rx,0,8,99,99,32,00,00,00,00,32
1743890402.846,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0B,FD
1743890402.847,00000010,0,Rx,0,8,00,FF,61,30,00,00,01,AF
1743890402.848,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.849,00000010,0,Rx,0,8,00,FF,61,30,00,00,02,AC
1743890402.850,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890402.851,00000231,0,Rx,0,8,00,03,00,00,00,00,0C,0F
1743890402.852,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,0D,03
1743890402.853,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890402.854,00000231,0,Rx,0,8,00,03,00,00,00,00,0E,0D
1743890402.855,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0E,0E
1743890402.856,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.857,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.858,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.859,00000102,0,Rx,0,8,00,00,18,63,58,CE,0C,E1
1743890402.860,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.861,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0F,0A
1743890402.862,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.863,00000308,0,Rx,0,8,00,12,00,00,00,00,82,00
1743890402.864,00000342,0,Rx,0,8,04,DF,99,99,84,00,04,A3
1743890402.865,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.866,00000010,0,Rx,0,8,00,FF,61,30,00,00,0D,A3
1743890402.867,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.868,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.869,00000010,0,Rx,0,8,00,FF,61,30,00,00,0F,A1
1743890402.870,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,03,03
1743890402.871,00000010,0,Rx,0,8,00,FF,61,30,00,00,00,AE
1743890402.872,00000010,0,Rx,0,8,00,FF,61,30,00,00,01,AF
1743890402.873,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890402.874,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.875,00000110,0,Rx,0,8,00,00,00,2A,01,01,04,2E
1743890402.876,00000010,0,Rx,0,8,00,FF,60,30,00,00,03,AC
1743890402.877,00000012,0,Rx,0,8,99,99,32,00,00,00,0A,38
1743890402.878,00000010,0,Rx,0,8,00,FF,61,30,00,00,05,AB
1743890402.879,00000332,0,Rx,0,8,01,00,00,00,00,00,0A,0B
1743890402.880,00000012,0,Rx,0,8,99,99,32,00,01,00,0B,38
1743890402.881,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890402.882,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.883,00000012,0,Rx,0,8,99,99,32,00,00,00,0C,3E
1743890402.884,00000102,0,Rx,0,8,00,00,18,63,58,CE,0D,E0
1743890402.885,00000103,0,Rx,0,8,03,00,02,00,00,00,0E,0F
1743890402.886,00000122,0,Rx,0,8,2A,23,2D,21,00,00,00,05
1743890402.887,00000308,0,Rx,0,8,00,12,00,00,00,00,82,00
1743890402.888,00000122,0,Rx,0,8,2A,23,2D,21,00,00,02,07
1743890402.889,00000410,0,Rx,0,8,3F,00,00,00,00,FF,0A,CA
1743890402.890,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.891,00000231,0,Rx,0,8,00,02,00,00,00,00,08,0A
1743890402.892,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0B,0B
1743890402.893,00000012,0,Rx,0,8,99,99,32,00,01,00,0F,3C
1743890402.894,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890402.895,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0C,0C
1743890402.896,00000102,0,Rx,0,8,00,00,18,63,58,CE,05,E8
1743890402.897,00000012,0,Rx,0,8,99,99,32,00,00,00,00,32
1743890402.898,00000110,0,Rx,0,8,00,00,00,2A,01,01,0C,26
1743890402.899,00000316,0,Rx,0,8,12,91,01,35,5D,00,00,00
1743890402.900,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890402.901,00000231,0,Rx,0,8,00,02,00,00,00,00,0E,0C
1743890402.902,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.903,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0C,09
1743890402.904,00000231,0,Rx,0,8,00,02,00,00,00,00,00,02
1743890402.905,00000231,0,Rx,0,8,00,02,00,00,00,00,01,03
1743890402.906,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.907,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.908,00000231,0,Rx,0,8,00,02,00,00,00,00,04,06
1743890402.909,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.910,00000102,0,Rx,0,8,00,00,18,63,58,CE,0F,E2
1743890402.911,00000231,0,Rx,0,8,00,02,00,00,00,00,05,07
1743890402.912,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.913,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890402.914,00000010,0,Rx,0,8,00,FF,61,30,00,00,0B,A5
1743890402.915,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890402.916,00000102,0,Rx,0,8,00,00,18,63,58,CE,03,EE
1743890402.917,00000010,0,Rx,0,8,00,FF,61,30,00,00,0D,A3
1743890402.918,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890402.919,00000012,0,Rx,0,8,99,99,32,00,01,00,07,34
1743890402.920,00000103,0,Rx,0,8,03,00,02,00,00,00,06,07
1743890402.921,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890402.922,00000300,0,Rx,0,8,02,77,0F,43,00,66,02,00
1743890402.923,00000320,0,Rx,0,8,20,00,00,00,F0,00,82,00
1743890402.924,00000530,0,Rx,0,8,FF,FE,F5,E1,52,03,91,00
1743890402.925,00000012,0,Rx,0,8,99,99,32,00,01,00,09,3A
1743890402.926,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,07,F1
1743890402.927,00000010,0,Rx,0,8,00,FF,61,30,00,00,03,AD
1743890402.928,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890402.929,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,07,07
1743890402.930,00000102,0,Rx,0,8,00,00,18,63,58,CE,0C,E1
1743890402.931,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.932,00000122,0,Rx,0,8,2A,23,2D,21,00,00,00,05
1743890402.933,00000231,0,Rx,0,8,00,02,00,00,00,00,04,06
1743890402.934,00000122,0,Rx,0,8,2A,23,2D,21,00,00,01,04
1743890402.935,00000300,0,Rx,0,8,02,77,0F,43,00,66,02,00
1743890402.936,00000122,0,Rx,0,8,2A,23,2D,21,00,00,02,07
1743890402.937,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.938,00000231,0,Rx,0,8,00,03,00,00,00,00,07,04
1743890402.939,00000530,0,Rx,0,8,FF,FE,F5,E1,52,03,91,00
1743890402.940,00000231,0,Rx,0,8,00,03,00,00,00,00,08,0B
1743890402.941,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.942,00000012,0,Rx,0,8,99,99,32,00,00,00,0E,3C
1743890402.943,00000102,0,Rx,0,8,00,00,18,63,58,CE,05,E8
1743890402.944,00000102,0,Rx,0,8,00,00,18,63,58,CE,06,EB
1743890402.945,00000103,0,Rx,0,8,03,00,02,00,00,00,06,07
1743890402.946,00000103,0,Rx,0,8,03,00,02,00,00,00,07,06
1743890402.947,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0E,F8
1743890402.948,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,0E,00
1743890402.949,00000231,0,Rx,0,8,00,03,00,00,00,00,0F,0C
1743890402.950,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.951,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.952,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.953,00000010,0,Rx,0,8,00,FF,61,30,00,00,03,AD
1743890402.954,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.955,00000102,0,Rx,0,8,00,00,18,63,58,CE,0D,E0
1743890402.956,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.957,00000103,0,Rx,0,8,03,00,02,00,00,00,0F,0E
1743890402.958,00000300,0,Rx,0,8,02,77,0F,43,00,66,02,00
1743890402.959,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890402.960,00000010,0,Rx,0,8,00,FF,61,30,00,00,07,A9
1743890402.961,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.962,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.963,00000010,0,Rx,0,8,00,FF,61,30,00,00,09,A7
1743890402.964,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890402.965,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890402.966,00000010,0,Rx,0,8,00,FF,61,30,00,00,0B,A5
1743890402.967,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890402.968,00000102,0,Rx,0,8,00,00,18,63,58,CE,06,EB
1743890402.969,00000102,0,Rx,0,8,00,00,18,63,58,CE,07,EA
1743890402.970,00000103,0,Rx,0,8,03,00,02,00,00,00,07,06
1743890402.971,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890402.972,00000320,0,Rx,0,8,20,00,00,00,F0,00,82,00
1743890402.973,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.974,00000012,0,Rx,0,8,99,99,32,00,00,00,08,3A
1743890402.975,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890402.976,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,07,07
1743890402.977,00000012,0,Rx,0,8,99,99,32,00,01,00,09,3A
1743890402.978,00000102,0,Rx,0,8,00,00,18,63,58,CE,0D,E0
1743890402.979,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890402.980,00000102,0,Rx,0,8,00,00,18,63,58,CE,0E,E3
1743890402.981,00000102,0,Rx,0,8,00,00,18,63,58,CE,0F,E2
1743890402.982,00000122,0,Rx,0,8,2A,23,2D,21,00,00,02,07
1743890402.983,00000231,0,Rx,0,8,00,03,00,00,00,00,06,05
1743890402.984,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.985,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0B,FD
1743890402.986,00000122,0,Rx,0,8,2A,23,2D,21,00,00,04,01
1743890402.987,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0C,FA
1743890402.988,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,0C,02
1743890402.989,00000010,0,Rx,0,8,00,FF,61,30,00,00,09,A7
1743890402.990,00000231,0,Rx,0,8,00,03,00,00,00,00,0A,09
1743890402.991,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0C,0C
1743890402.992,00000010,0,Rx,0,8,00,FF,61,30,00,00,0B,A5
1743890402.993,00000103,0,Rx,0,8,03,00,02,00,00,00,07,06
1743890402.994,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890402.995,00000231,0,Rx,0,8,00,03,00,00,00,00,0E,0D
1743890402.996,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890402.997,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0C,09
1743890402.998,00000231,0,Rx,0,8,00,03,00,00,00,00,00,03
1743890402.999,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.000,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.001,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0E,0B
1743890403.002,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.003,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.004,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.005,00000010,0,Rx,0,8,00,FF,60,30,00,00,0B,A4
1743890403.006,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.007,00000102,0,Rx,0,8,00,00,18,63,58,CE,09,E4
1743890403.008,00000102,0,Rx,0,8,00,00,18,63,58,CE,0A,E7
1743890403.009,00000300,0,Rx,0,8,02,77,0F,43,00,66,02,00
1743890403.010,00000316,0,Rx,0,8,12,91,01,35,5D,00,00,00
1743890403.011,00000010,0,Rx,0,8,00,FF,61,30,00,00,0F,A1
1743890403.012,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,08,FE
1743890403.013,00000012,0,Rx,0,8,99,99,32,00,00,00,08,3A
1743890403.014,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.015,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,09,FF
1743890403.016,00000012,0,Rx,0,8,99,99,32,00,01,00,09,3A
1743890403.017,00000102,0,Rx,0,8,00,00,18,63,58,CE,00,ED
1743890403.018,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0A,FC
1743890403.019,00000103,0,Rx,0,8,03,00,02,00,00,00,02,03
1743890403.020,00000122,0,Rx,0,8,2A,23,2D,21,00,00,04,01
1743890403.021,00000122,0,Rx,0,8,2A,23,2D,21,00,00,05,00
1743890403.022,00000300,0,Rx,0,8,02,77,0F,43,00,66,02,00
1743890403.023,00000122,0,Rx,0,8,2A,23,2D,21,00,00,06,03
1743890403.024,00000410,0,Rx,0,8,3F,00,00,00,00,FF,0C,CC
1743890403.025,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0C,0C
1743890403.026,00000012,0,Rx,0,8,99,99,32,00,00,00,0C,3E
1743890403.027,00000102,0,Rx,0,8,00,00,18,63,58,CE,07,EA
1743890403.028,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0D,0D
1743890403.029,00000012,0,Rx,0,8,99,99,32,00,01,00,0D,3E
1743890403.030,00000102,0,Rx,0,8,00,00,18,63,58,CE,09,E4
1743890403.031,00000102,0,Rx,0,8,00,00,18,63,58,CE,0A,E7
1743890403.032,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.033,00000010,0,Rx,0,8,00,FF,61,30,00,00,04,AA
1743890403.034,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,06,F0
1743890403.035,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890403.036,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890403.037,00000410,0,Rx,0,8,3B,00,00,00,00,FF,06,C2
1743890403.038,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.039,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.040,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.041,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0E,0B
1743890403.042,00000010,0,Rx,0,8,00,FF,61,30,00,00,0A,A4
1743890403.043,00000316,0,Rx,0,8,12,91,01,35,5D,00,00,00
1743890403.044,00000010,0,Rx,0,8,00,FF,61,30,00,00,0B,A5
1743890403.045,00000102,0,Rx,0,8,00,00,18,63,58,CE,0F,E2
1743890403.046,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890403.047,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,08,08
1743890403.048,00000231,0,Rx,0,8,00,03,00,00,00,00,04,07
1743890403.049,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890403.050,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,09,09
1743890403.051,00000102,0,Rx,0,8,00,00,18,63,58,CE,00,ED
1743890403.052,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890403.053,00000103,0,Rx,0,8,03,00,02,00,00,00,01,00
1743890403.054,00000122,0,Rx,0,8,2A,23,2D,21,00,00,04,01
1743890403.055,00000316,0,Rx,0,8,12,91,01,35,5D,00,00,00
1743890403.056,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.057,00000122,0,Rx,0,8,2A,23,2D,21,00,00,06,03
1743890403.058,00000231,0,Rx,0,8,00,03,00,00,00,00,0A,09
1743890403.059,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.060,00000010,0,Rx,0,8,00,FF,61,30,00,00,02,AC
1743890403.061,00000010,0,Rx,0,8,00,FF,61,30,00,00,03,AD
1743890403.062,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,08,FE
1743890403.063,00000012,0,Rx,0,8,99,99,32,00,00,00,02,30
1743890403.064,00000103,0,Rx,0,8,03,00,02,00,00,00,0E,0F
1743890403.065,00000122,0,Rx,0,8,2A,23,2D,21,00,00,00,05
1743890403.066,00000110,0,Rx,0,8,00,00,00,2A,01,01,08,22
1743890403.067,00000010,0,Rx,0,8,00,FF,61,30,00,00,07,A9
1743890403.068,00000102,0,Rx,0,8,00,00,18,63,58,CE,01,EC
1743890403.069,00000410,0,Rx,0,8,3F,00,00,00,00,FF,0A,CA
1743890403.070,00000231,0,Rx,0,8,00,02,00,00,00,00,07,05
1743890403.071,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.072,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890403.073,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890403.074,00000010,0,Rx,0,8,00,FF,61,30,00,00,0B,A5
1743890403.075,00000102,0,Rx,0,8,00,00,18,63,58,CE,05,E8
1743890403.076,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890403.077,00000122,0,Rx,0,8,2A,23,2D,21,00,00,09,0C
1743890403.078,00000110,0,Rx,0,8,00,00,00,2A,01,01,0C,26
1743890403.079,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890403.080,00000231,0,Rx,0,8,00,02,00,00,00,00,0E,0C
1743890403.081,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.082,00000012,0,Rx,0,8,99,99,32,00,00,00,08,3A
1743890403.083,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890403.084,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890403.085,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0F,0F
1743890403.086,00000530,0,Rx,0,8,FF,FE,F5,E3,52,03,91,00
1743890403.087,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,00,00
1743890403.088,00000102,0,Rx,0,8,00,00,18,63,58,CE,0E,E3
1743890403.089,00000102,0,Rx,0,8,00,00,18,63,58,CE,0F,E2
1743890403.090,00000110,0,Rx,0,8,00,00,00,2A,01,01,00,2A
1743890403.091,00000122,0,Rx,0,8,2A,23,2D,21,00,00,02,07
1743890403.092,00000342,0,Rx,0,8,04,DF,99,99,84,00,04,A3
1743890403.093,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.094,00000122,0,Rx,0,8,2A,23,2D,21,00,00,04,01
1743890403.095,00000231,0,Rx,0,8,00,03,00,00,00,00,08,0B
1743890403.096,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.097,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,04,04
1743890403.098,00000231,0,Rx,0,8,00,03,00,00,00,00,0A,09
1743890403.099,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.100,00000102,0,Rx,0,8,00,00,18,63,58,CE,06,EB
1743890403.101,00000103,0,Rx,0,8,03,00,02,00,00,00,07,06
1743890403.102,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0A,0F
1743890403.103,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,06,F0
1743890403.104,00000342,0,Rx,0,8,04,DF,99,99,84,00,04,A3
1743890403.105,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.106,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,07,07
1743890403.107,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.108,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.109,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.110,00000010,0,Rx,0,8,00,FF,61,30,00,00,01,AF
1743890403.111,00000010,0,Rx,0,8,00,FF,61,30,00,00,02,AC
1743890403.112,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.113,00000010,0,Rx,0,8,00,FF,61,30,00,00,03,AD
1743890403.114,00000102,0,Rx,0,8,00,00,18,63,58,CE,00,ED
1743890403.115,00000012,0,Rx,0,8,99,99,32,00,00,00,02,30
1743890403.116,00000316,0,Rx,0,8,12,91,01,35,5D,00,00,00
1743890403.117,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890403.118,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,0B,FD
1743890403.119,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.120,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890403.121,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890403.122,00000122,0,Rx,0,8,2A,23,2D,21,00,00,06,03
1743890403.123,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.124,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,05,F3
1743890403.125,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890403.126,00000102,0,Rx,0,8,00,00,18,63,58,CE,07,EA
1743890403.127,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,06,F0
1743890403.128,00000012,0,Rx,0,8,99,99,32,00,01,00,0D,3E
1743890403.129,00000102,0,Rx,0,8,00,00,18,63,58,CE,09,E4
1743890403.130,00000410,0,Rx,0,8,3B,00,00,00,00,FF,06,C2
1743890403.131,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,06,06
1743890403.132,00000103,0,Rx,0,8,03,00,02,00,00,00,0B,0A
1743890403.133,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0E,0B
1743890403.134,00000231,0,Rx,0,8,00,05,00,00,00,00,02,07
1743890403.135,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.136,00000231,0,Rx,0,8,00,05,00,00,00,00,03,06
1743890403.137,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,09,09
1743890403.138,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.139,00000231,0,Rx,0,8,00,04,00,00,00,00,06,02
1743890403.140,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0A,0A
1743890403.141,00000231,0,Rx,0,8,00,04,00,00,00,00,06,02
1743890403.142,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.143,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0B,0B
1743890403.144,00000102,0,Rx,0,8,00,00,18,63,58,CE,03,EE
1743890403.145,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890403.146,00000122,0,Rx,0,8,2A,23,2D,21,00,00,06,03
1743890403.147,00000342,0,Rx,0,8,04,DF,99,99,84,00,04,A3
1743890403.148,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,0D,03
1743890403.149,00000410,0,Rx,0,8,3F,00,00,00,00,FF,0D,CD
1743890403.150,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.151,00000010,0,Rx,0,8,00,FF,61,30,00,00,08,A6
1743890403.152,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.153,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.154,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890403.155,00000010,0,Rx,0,8,00,FF,60,30,00,00,0B,A4
1743890403.156,00000102,0,Rx,0,8,00,00,18,63,58,CE,0B,E6
1743890403.157,00000102,0,Rx,0,8,00,00,18,63,58,CE,0C,E1
1743890403.158,00000010,0,Rx,0,8,00,FF,61,30,00,00,0D,A3
1743890403.159,00000308,0,Rx,0,8,00,12,00,00,00,00,82,00
1743890403.160,00000012,0,Rx,0,8,99,99,32,00,01,00,07,34
1743890403.161,00000400,0,Rx,0,8,00,0D,0A,F0,00,01,01,F7
1743890403.162,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.163,00000102,0,Rx,0,8,00,00,18,63,58,CE,00,ED
1743890403.164,00000012,0,Rx,0,8,99,99,32,00,00,00,08,3A
1743890403.165,00000010,0,Rx,0,8,00,FF,60,30,00,00,01,AE
1743890403.166,00000102,0,Rx,0,8,00,00,18,63,58,CE,02,EF
1743890403.167,00000012,0,Rx,0,8,99,99,32,00,01,00,09,3A
1743890403.168,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,03,0D
1743890403.169,00000102,0,Rx,0,8,00,00,18,63,58,CE,04,E9
1743890403.170,00000102,0,Rx,0,8,00,00,18,63,58,CE,05,E8
1743890403.171,00000110,0,Rx,0,8,00,00,00,2A,01,01,03,29
1743890403.172,00000122,0,Rx,0,8,2A,23,2D,21,00,00,08,0D
1743890403.173,00000231,0,Rx,0,8,00,04,00,00,00,00,0C,08
1743890403.174,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890403.175,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.176,00000102,0,Rx,0,8,00,00,18,63,58,CE,09,E4
1743890403.177,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,06,06
1743890403.178,00000102,0,Rx,0,8,00,00,18,63,58,CE,0A,E7
1743890403.179,00000013,0,Rx,0,8,FF,01,09,00,00,00,00,00
1743890403.180,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890403.181,00000102,0,Rx,0,8,00,00,18,63,58,CE,0C,E1
1743890403.182,00000122,0,Rx,0,8,2A,23,2D,21,00,00,0F,0A
1743890403.183,00000308,0,Rx,0,8,00,12,00,00,00,00,82,00
